name	translation
<color=#005C5E>ウェーブ開始時、ランダムな敵2体にスタンを付与。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人眩晕状态。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
睡眠付与/補助減少の穢詛	睡眠赋予/辅助减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に睡眠を付与。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人睡眠状态。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
忘却付与/補助減少の穢詛	忘却赋予/辅助减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に忘却を付与。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人遗忘状态。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
鈍重付与/補助減少の穢詛	迟钝赋予/辅助减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に鈍重を付与。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人迟钝状态。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
魅了付与/補助減少の穢詛	魅惑赋予/辅助减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に魅了を付与。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人魅惑状态。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
遅滞付与/補助減少の穢詛	迟滞赋予/辅助减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に遅滞を付与。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人迟滞状态。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
弱体付与/補助減少の穢詛	弱体赋予/辅助减少的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に弱体を付与。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人弱体状态。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
支援攻撃/補助減少の穢詛	支援攻击/辅助减少的秽咒
<color=#005C5E>ウェーブ開始時、敵全体に150000のダメージを与える。</color><color=#b00000>味方全体の補助効果によるパラメータ増加量50%減少。</color>	<color=#005C5E>回合开始时，对敌方全体造成150000伤害。</color><color=#b00000>我方全体通过辅助效果获得的属性提升量减少50%。</color>
与撃超越/不調増加の穢詛	攻击超越/不调增加的秽咒
<color=#005C5E>味方全体のダメージ上限50000増加。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>我方全体伤害上限增加50000。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
抵抗強化/不調増加の穢詛	抵抗强化/不调增加的秽咒
<color=#005C5E>味方全体の全ての状態異常抵抗率増加。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>我方全体对所有异常状态的抵抗率提升。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
萌力加速/不調増加の穢詛	萌力加速/不调增加的秽咒
<color=#005C5E>味方全体の萌技ゲージ増加量100%増加。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>我方全体萌技能量槽增加量提升100%。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
再動短縮/不調増加の穢詛	再动缩短/不调增加的秽咒
<color=#005C5E>ターン開始時のCT減少量1増加。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时CT减少量增加1。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
萌技強化/不調増加の穢詛	萌技强化/不调增加的秽咒
<color=#005C5E>味方全体の萌技威力3000強化。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>我方全体萌技威力强化3000。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
特技強化/不調増加の穢詛	特技强化/不调增加的秽咒
<color=#005C5E>味方全体の通常攻撃以外のスキルの威力3000強化。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>我方全体普通攻击以外的技能威力强化3000。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
継続回復/不調増加の穢詛	持续回复/不调增加的秽咒
<color=#005C5E>ターン開始時、最もHPが少ない味方のHP30000回復。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，回复我方HP最低的成员30000 HP。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
快癒/不調増加の穢詛	快愈/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな味方2人の状態異常を1つ解除。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机解除我方2人的1个异常状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
気絶付与/不調増加の穢詛	眩晕赋予/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体にスタンを付与。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人眩晕状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
睡眠付与/不調増加の穢詛	睡眠赋予/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に睡眠を付与。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人睡眠状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
忘却付与/不調増加の穢詛	忘却赋予/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に忘却を付与。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人遗忘状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
鈍重付与/不調増加の穢詛	迟钝赋予/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に鈍重を付与。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人迟钝状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
魅了付与/不調増加の穢詛	魅惑赋予/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に魅了を付与。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人魅惑状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
遅滞付与/不調増加の穢詛	迟滞赋予/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に遅滞を付与。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人迟滞状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
弱体付与/不調増加の穢詛	弱体赋予/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、ランダムな敵2体に弱体を付与。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，随机赋予2名敌人弱体状态。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
支援攻撃/不調増加の穢詛	支援攻击/不调增加的秽咒
<color=#005C5E>ウェーブ開始時、敵全体に150000のダメージを与える。</color><color=#b00000>味方全体が受けるデバフ効果量50％増加。</color>	<color=#005C5E>回合开始时，对敌方全体造成150000伤害。</color><color=#b00000>我方全体受到的减益效果增加50%。</color>
与撃超越/異常耐性の穢詛	攻击超越/异常耐性的秽咒
<color=#005C5E>味方全体のダメージ上限50000増加。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>我方全体伤害上限增加50000。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
抵抗強化/異常耐性の穢詛	抵抗强化/异常耐性的秽咒
<color=#005C5E>味方全体の全ての状態異常抵抗率増加。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>我方全体对所有异常状态的抵抗率提升。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
効果増幅/異常耐性の穢詛	效果增幅/异常耐性的秽咒
<color=#005C5E>味方全体のバフ効果量50％増加。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>我方全体的增益效果提升50%。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
補助強化/異常耐性の穢詛	辅助强化/异常耐性的秽咒
<color=#005C5E>味方全体の補助効果によるパラメータ増加量50％増加。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>我方全体通过辅助效果获得的属性提升量增加50%。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
持続強化/異常耐性の穢詛	持续强化/异常耐性的秽咒
<color=#005C5E>味方全体の補助効果の持続ターン2増加。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>我方全体的辅助效果持续时间增加2。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
冥力増加/異常耐性の穢詛	冥力增加/异常耐性的秽咒
<color=#005C5E>バトル開始時のMP15増加。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>战斗开始时MP增加15。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
冥力加速/異常耐性の穢詛	冥力加速/异常耐性的秽咒
<color=#005C5E>ターン開始時のMP回復量2増加。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>回合开始时MP回复量增加2。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
継続回復/異常耐性の穢詛	持续回复/异常耐性的秽咒
<color=#005C5E>ターン開始時、最もHPが少ない味方のHP30000回復。</color><color=#b00000>敵全体が受ける状態異常の持続ターン数2減少。</color>	<color=#005C5E>回合开始时，回复我方HP最低的成员30000 HP。</color><color=#b00000>敌方全体受到的异常状态持续时间减少2。</color>
